,序号,企业名称,经营状态,法定代表人,注册资本,注册资本币种,成立日期,核准日期,所属省,所属市,所属区/县,统一社会信用代码,联系电话,邮箱,参保人,企业性质,组织形式,国标行业门类,国标行业大类,国标行业中类,国标行业小类,网址,注册地址,通信地址,是否发行债券,经营范围
113,114.0,北京华业资本控股股份有限公司,在营,余威,14.24亿,人民币,1998-10-09,2021-02-05,北京市,-,朝阳区,911100007014621014,01085710753,zhangsg200700@163.com,7,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.huayezb.com,北京市朝阳区东四环中路39号A座16层,北京市朝阳区东四环中路39号A座16层,曾有债券发行,"投资管理、项目投资;企业管理;酒店管理;健康咨询服务(须经审批的诊疗活动除外);计算机技术培训;技术开发;技术转让;房地产开发(不含土地成片开发;高档宾馆、别墅、高档写字楼和国际会议中心的建设、经营;大型主题公园的建设、经营)。(“1、未经有关部门批准,不得以公开方式募集资金;2、不得公开开展证券类产品和金融衍生品交易活动;3、不得发放贷款;4、不得对所投资企业以外的其他企业提供担保;5、不得向投资者承诺投资本金不受损失或者承诺最低收益”;企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)"
114,115.0,重庆聚丰房地产开发(集团)有限公司,在营,孙灿林,"7,000万",人民币,1998-08-21,2022-05-07,重庆市,-,南岸区,915001082031689974,13399859809,-,39,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.jufeng.com,重庆市南岸区江南大道23号,-,曾有债券发行,一般项目：房地产开发(贰级)；旅游项目投资；代理房屋销售。(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)
115,116.0,复地(集团)股份有限公司,在营,王基平,25.04亿,人民币,1998-08-13,2022-11-22,上海市,-,普陀区,91310000631174736F,021-23155588,-,4,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.forte.com.cn,上海市普陀区曹杨路510号9楼,上海市黄浦区中山东二路600号外滩金融中心S1幢11楼,曾有债券发行,房地产开发、经营、房地产投资、物业管理及以上相关行业的咨询服务。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】
116,117.0,江苏中南建设集团股份有限公司,在营,陈锦石,38.27亿,人民币,1998-07-28,2020-09-02,江苏省,南通市,海门区,91320600MA1M9AEW6B,0513-68702747,liangxiaojing@zhongnangroup.cn,6,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.zhongnangroup.cn,江苏省南通市海门区常乐镇,上海市长宁区天山西路1068号A栋9楼,曾有债券发行,"房地产开发、销售(凭资质证书承接业务);土木建筑工程施工,物业管理,实业投资;道路货运经营。"
117,118.0,华夏幸福基业控股股份公司,在营,王文学,10.5亿,人民币,1998-07-10,2021-07-14,河北省,廊坊市,固安县,91131000700769064N,15175682553,gongsilianxiren@zenity.cn,0,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,-,河北省廊坊市固安县新兴产业示范区卫星导航产业园44号楼北侧三层（科技大道北侧、规划三路西侧）,北京市朝阳区东三环北路霞光里18号佳程广场A座,曾有债券发行,对商业、制造业的投资；企业管理咨询；货物或技术的进出口（国家禁止或限制的项目除外）。
118,119.0,重庆新鸥鹏物业管理(集团)有限公司,在营,王小军,1.03亿,人民币,1998-06-17,2022-06-14,重庆市,-,江北区,91500105621973665U,13022376218,1558963248@qq.com,74,民营企业,有限责任公司,房地产业,房地产业,物业管理,物业管理,www.openwuye.com,重庆市江北区金源路66号附7号1-17,-,曾有债券发行,许可项目：城市生活垃圾清扫、收集；园林绿化、城市园林绿化工程设计，劳务派遣服务，建设工程设计，道路旅客运输经营，第二类增值电信业务，旅游业务，出版物零售，烟草制品零售，食品经营，餐饮服务，酒类经营（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准） 一般项目：物业管理；制作、代理、发布国内外广告；房屋租赁（不含住宿服务）；房屋中介（不含房屋评估）；网站建设；室内外保洁服务；有害生物防治；城市粪便污水处理（化粪池清掏）；会议及展览服务；楼宇智能化管理服务；建筑物及设施设备运行、维修、管理；市政设施养护维修管理；观赏植物（不含林木种子生产、经营）租赁；园林绿化、城市园林绿化工程施工及养护；停车服务餐饮服务，日用百货销售，日用品批发，日用品销售，针纺织品及原料销售，针纺织品销售，文具用品批发，文具用品零售，体育用品及器材批发，体育用品及器材零售，五金产品批发，五金产品零售，农副产品销售，家用视听设备销售，涂料销售（不含危险化学品），卫生洁具销售，日用家电零售，家具销售，第二类医疗器械销售，灯具销售，建筑装饰材料销售，厨具卫具及日用杂品零售，工程管理服务，规划设计管理，图文设计制作，建筑用金属配件制造，家政服务，计算机软硬件及辅助设备批发，计算机软硬件及辅助设备零售（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
119,120.0,中庚置业集团有限公司,在营,薛来银,33亿,人民币,1998-05-21,2022-12-05,上海市,-,闵行区,91350000158178335R,021-33599000,zhaolan@zgsyjt.cn,0,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.zhonggenggroup.com,上海市闵行区闵虹路166弄1号3501室,-,曾有债券发行,一般项目：房地产开发，出售出租商品房及物业管理；针、纺织品，电子计算机及配件，通信设备，化工产品，汽车、摩托车零部件，建筑材料的批发；信息服务；农业科技领域内的技术转让、技术开发、技术研究、技术咨询；组织文化艺术交流活动；会议及展览服务；远程健康管理服务（医疗诊断、互联网、增值电信除外）；健康咨询服务（不含诊疗服务）；企业总部管理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
120,121.0,奥园集团有限公司,在营,林显团,61.1亿,人民币,1998-05-11,2023-03-31,广东省,广州市,番禺区,91440101707660360J,020-38686666,ayxinfang@aoyuan.net,96,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.aoyuan.com,广州市番禺区南村镇万惠一路48号2302,广州市番禺区万惠一路48号奥园集团大厦,曾有债券发行,房地产咨询;房地产经纪;物业管理;互联网销售（除销售需要许可的商品）;酒店管理;餐饮管理;项目策划与公关服务;咨询策划服务;企业形象策划;以自有资金从事投资活动;信息技术咨询服务;信息咨询服务（不含许可类信息咨询服务）;体育场地设施工程施工;体育用品及器材批发;体育用品及器材零售;体育赛事策划;体育竞赛组织;体育健康服务;健康咨询服务（不含诊疗服务）;养老服务;国内贸易代理;计算机及办公设备维修;网络技术服务;科技中介服务;业务培训（不含教育培训、职业技能培训等需取得许可的培训）;企业管理咨询;房地产开发经营
121,122.0,正兴隆房地产(深圳)有限公司,在营,黄敬舒,"4,000万",港元,1997-12-22,2022-04-19,广东省,深圳市,福田区,91440300618934411C,075523625180,79003307@qq.com,0,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,-,深圳市福田区深南大道和泰然大道交汇处绿景纪元大厦55层A1单元,深圳市深南中路6011号NEO大厦A座55层,曾有债券发行,一般经营项目是：在合法取得使用权的土地上从事房地产开发经营；物业管理；房地产经纪；房地产信息咨询；自有物业租赁。(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)，许可经营项目是：机动车停放服务。
122,123.0,重庆市迪马实业股份有限公司,在营,黄力进,24.92亿,人民币,1997-10-09,2023-10-30,重庆市,-,南岸区,9150000045041506X3,02381155666,-,4,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.dima.cn,重庆市南岸区长电路8号,重庆市南岸区南滨路东原1891D馆4楼,曾有债券发行,"制造、销售运钞车、特种车及零部件(按国家行业主管部门批准的车型组织生产、销售),上述汽车售后服务;销售汽车(不含九座及以下乘用车);经营本企业自产的机电产品出口业务(国家组织统一联合经营的出口商品除外)、本企业生产、科研所需的原辅材料、机械设备、仪器仪表及零配件的进口业务(国家实行核定公司经营的进口商品除外);电子产品、计算机软件、硬件及网络设施的技术开发及销售,计算机系统集成及相关信息服务(除国家有专项管理规定的项目外),销售建筑材料及装饰材料(不含危险化学品);工程管理服务;社会经纪咨询服务;货物及技术进出口;企业信息及网络技术服务;健康咨询服务(不含诊疗服务);国内贸易代理。"
123,124.0,福州融侨物业管理有限公司,在营,余华秀,472.99万,人民币,1997-10-05,2024-01-02,福建省,福州市,鼓楼区,913501006113378414,18650089005,447277518@qq.com,2380,港澳台企业,有限责任公司,房地产业,房地产业,物业管理,物业管理,www.rongqiao.com,福建省福州市鼓楼区西江滨大道66号融侨锦江花园B区5#、6#、7#、8#、9#、10#楼连接体地下0.1层04商业用房,-,曾有债券发行,一般项目：物业管理；房地产经纪；家政服务；城市绿化管理；专业保洁、清洗、消毒服务；日用电器修理；园林绿化工程施工；规划设计管理；信息咨询服务（不含许可类信息咨询服务）；互联网销售（除销售需要许可的商品）；广告设计、代理；广告发布；广告制作；住房租赁；停车场服务；集中式快速充电站；社会经济咨询服务；食品销售（仅销售预包装食品）；食品互联网销售（仅销售预包装食品）；保健食品（预包装）销售；日用百货销售。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：第二类增值电信业务；食品销售；食品互联网销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
124,125.0,深圳市广森投资集团有限公司,在营,李森,1.08亿,人民币,1997-09-25,2020-09-22,广东省,深圳市,罗湖区,91440300279383730H,075583029025,18948766831@189.com,0,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,-,深圳市罗湖区东门街道花场社区人民北路3092号物资大厦1206,-,曾有债券发行,一般经营项目是：投资兴办实业（具体项目另行申报）；国内商业、物资供销业（不含专营、专控、专卖商品）；在合法取得土地使用权范围内从事房地产开发经营；自有物业租赁。，许可经营项目是：
125,126.0,雅生活智慧城市服务股份有限公司,在营,黄奉潮,14.2亿,人民币,1997-06-26,2023-11-09,广东省,中山市,-,91442000282096687C,0760-88368738,rlxzb.hnqy.yshjt@agile.com.cn,684,民营企业,股份有限公司,房地产业,房地产业,物业管理,物业管理,www.agileliving.com.cn,中国广东省中山市三乡镇雅居乐花园兴业路管理大厦,香港夏悫道16号远东金融中心17楼,曾有债券发行,家庭服务、物业管理服务；水电维修；室内装饰工程；园林绿化工程（公司属下小区经营）；中餐（分支机构经营）；西餐类制售（不含凉菜、裱花蛋糕、生食海产品）；茶艺；游泳；桌球；乒乓球；健身；网球；保龄球；高尔夫球练习场；棋牌（中国象棋、围棋、国际象棋、桥牌）；烧烤；滑草；电梯维修；停车场经营；家居清洁服务；健美操；壁球；划船；钓鱼场；足浴；美容美发（不含医疗美容，由分支机构经营）；房地产中介服务；零售：服装、鞋、箱、包、百货（食品除外）、文具用品、玩具、体育用品及器材、化妆品、卫生用品、帽、日用器皿、日用杂货；货物进出口（国家禁止或涉及行政审批的货物和技术进出口除外）（以上经营范围涉及货物进出口、技术进出口）（专营专控物品除外）；酒店管理服务；餐饮服务；设计、制作、发布、代理各类广告；市场营销策划服务；企业投资咨询（金融业务除外）（不含社会调查、市场调查）；智能设备研发、安装；应用软件运行维护服务；信息系统集成服务；计算机产品的开发、销售、安装；计算机软件技术开发、技术转让、技术咨询服务；大数据信息咨询服务；研发、销售：物联网软硬件产品；节能工程施工；环境监测服务；空气检测与治理；房地产咨询服务；人力资源服务；企业管理咨询服务；科技企业孵化器；营利性养老机构。（以上项目不涉及外商投资准入特别管理措施）（依法须经批准的项目，经相关部门批准后方可开展经营活动；根据粤府办【2014】24号文件，上述经营范围涉及：高危险性体育项目经营，公共场所经营，特种设备安装、改造、修理。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓
126,127.0,禹洲物业服务有限公司,在营,薛亮,"5,000万",人民币,1997-05-22,2023-11-20,福建省,厦门市,思明区,91350200260131525Q,18030200610,crld_xmzhfw_zy@crland.com.cn,1,港澳台企业,有限责任公司,房地产业,房地产业,物业管理,物业管理,-,厦门市思明区禾祥西二路37号裙楼,-,曾有债券发行,一般项目：物业管理；房地产经纪；日用百货销售；装卸搬运；五金产品零售；日用家电零售；电子产品销售；洗染服务；互联网销售（除销售需要许可的商品）；城乡市容管理；建筑物清洁服务；园林绿化工程施工；家政服务；林业有害生物防治服务；停车场服务；规划设计管理；食品销售（仅销售预包装食品）；婴幼儿配方乳粉及其他婴幼儿配方食品销售；信息技术咨询服务；信息系统运行维护服务；城市绿化管理；环境保护监测；自然生态系统保护管理；大气污染治理；水污染治理；噪声与振动控制服务；信息系统集成服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；大数据服务；软件开发；网络与信息安全软件开发；数据处理和存储支持服务；数据处理服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）许可项目：酒类经营；第一类增值电信业务；第二类增值电信业务；城市生活垃圾经营性服务；呼叫中心。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
127,128.0,上海宏慧创想众创空间管理有限公司,在营,康劼,"1,000万",人民币,1997-05-22,2023-11-16,上海市,-,黄浦区,91310101134501142X,021-63267162,-,3,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,-,上海市黄浦区虎丘路27号101、113室,-,曾有债券发行,众创空间经营管理，科技中介服务，从事科技推广和应用领域、计算机系统集成领域的技术开发、技术咨询、技术服务、技术转让，物业管理，住宿，酒店管理，自有房屋租赁，受托房屋租赁（仅限分支机构经营），办理动拆迁委托业务，停车场库经营，市场营销策划，商业经营管理（除市场管理），商务咨询，企业管理咨询，电子商务（不得从事金融业务），房地产经纪，企业并购与重组的策划，企业形象策划，自有设备租赁（除金融租赁），知识产权代理（除专利代理），会务服务，展览展示服务，餐饮服务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
128,129.0,新希望五新实业集团有限公司,在营,姜孟军,19.5亿,人民币,1997-05-07,2023-01-13,四川省,成都市,邛崃市,91510100633139520L,028-65721666,office@newhope.cn,338,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.newhopefdc.cn,成都市人民南路四段新希望集团,成都市锦江区金石路366号新希望中鼎国际,曾有债券发行,一般项目：企业管理；规划设计管理；工程管理服务；工程造价咨询业务；招投标代理服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；市场营销策划；企业形象策划；信息咨询服务（不含许可类信息咨询服务）；社会经济咨询服务；财务咨询；企业管理咨询；劳务服务（不含劳务派遣）；日用百货销售；体育中介代理服务；文化娱乐经纪人服务；物联网应用服务；停车场服务。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
129,130.0,宁波银亿物业管理有限公司,在营,屠赛利,1.8亿,人民币,1997-01-17,2023-11-01,浙江省,宁波市,海曙区,913302032541033414,87039102,nbyywy1997@163.com,2378,民营企业,有限责任公司,房地产业,房地产业,物业管理,物业管理,-,浙江省宁波市海曙区迎春街88弄13号三楼,-,曾有债券发行,一般项目：物业管理；物业服务评估；家政服务；家具安装和维修服务；停车场服务；餐饮管理；酒店管理；票务代理服务；会议及展览服务；建筑物清洁服务；城市绿化管理；专业保洁、清洗、消毒服务；住房租赁；非居住房地产租赁；广告设计、代理；水污染治理；本市范围内公共租赁住房的建设、租赁经营管理（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。许可项目：食品销售；城市生活垃圾经营性服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。以下限分支机构经营：许可项目：餐饮服务；高危险性体育运动（游泳）（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）。
130,131.0,荣盛房地产发展股份有限公司,在营,邹家立,43.48亿,人民币,1996-12-30,2022-09-13,河北省,廊坊市,广阳区,911310002360777257,18331653082,-,101,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.risesun.cn,河北省廊坊市经济技术开发区祥云道81号荣盛发展大厦,河北省廊坊市经济技术开发区祥云道81号,曾有债券发行,房地产开发与经营（一级）。
131,132.0,国创高科实业集团有限公司,在营,高庆寿,3亿,人民币,1996-12-02,2017-12-19,湖北省,武汉市,东西湖区,914200006154096385,027-87617347,2461314926@qq.com,52,民营企业,有限责任公司,房地产业,房地产业,房地产中介服务,房地产中介服务,www.guochuangjituan.com,武汉市东西湖区新沟农场新华集,武汉市东西湖区新沟农场新华集,曾有债券发行,公路建设与经营管理，公路路用产品的研发、生产、销售，公路工程的施工；地产项目的开发销售；机电产品的研究、开发、销售。机械设备、仪器仪表、零配件及技术贸易；本企业所需原料进出口业务；本企业对外控股、参股的企业股权管理；企业管理咨询、财务咨询、信息咨询。（涉及许可经营项目，应取得相关部门许可后方可经营）
132,133.0,重庆爱普地产(集团)有限公司,在营,何才有,10亿,人民币,1996-11-06,2019-05-09,重庆市,-,江北区,91500105203120926M,02389887060,-,39,港澳台企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,-,重庆市江北区东升门路63号19-办公用房,-,曾有债券发行,房地产综合开发（凭资质证书在许可范围及有效期内执业）；房屋销售；自有房屋租赁（不含住宿）；房地产信息咨询；销售金属材料（不含稀贵金属）、化工产品（不含化学危险品及易制毒化学物品）、电器机械及器材、五金、交电、通信设备（不含无线电发射和卫星接收装置）、现代办公设备、文化用品、百货（不含农膜）、建筑材料（不含化危品）。**[以上项目法律、法规禁止经营的不得经营；法律、法规规定应经审批而未获审批前不得经营]
133,134.0,铁岭新城投资控股(集团)股份有限公司,在营,侯强,8.25亿,人民币,1996-11-05,2023-11-08,辽宁省,铁岭市,铁岭县,91211200201909093K,024-74997887,17126101@qq.com,10,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.tielingnewcity.com.cn,辽宁省铁岭市凡河新区金沙江路12号,辽宁省铁岭市凡河新区金沙江路11号,曾有债券发行,风电场相关系统研发;风电场相关装备销售;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;项目开发、投资、管理咨询。
134,135.0,美好置业集团股份有限公司,在营,刘道明,24.67亿,人民币,1996-10-17,2023-10-17,云南省,昆明市,盘龙区,9153000021665904XL,***********,mhzy@000667.com,6,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.000667.com,云南省昆明市北京路与联盟路交叉口卓越俊园10栋2单元2317室,湖北省武汉市汉阳区马鹦路191号美好广场35楼,曾有债券发行,许可项目：房地产开发经营（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关门部门批准文件或许可证件为准）一般项目：企业管理咨询；以自有资金从事投资活动；信息咨询服务（不含许可类信息咨询服务）；住房租赁；非居住房地产租赁；土地使用权租赁。
135,136.0,金辉集团股份有限公司,在营,林定强,18亿,人民币,1996-09-02,2023-03-29,福建省,福州市,晋安区,91350000611335221C,0591-86392015,380115022@qq.com,3,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.radiance.com.cn,福建省福州市晋安区茶园街道华林路492号金辉大厦3层,北京市朝阳区望京启阳路金辉大厦42层,曾有债券发行,在福州市晋安区福州火车客站南向华林路西侧建造、出租、出售金辉大厦项目，在福州市台江区排尾路北侧建造、出租、出售锦江花园项目，在晋安区鼓山镇红光、远中村建造、出租、出售东景家园B区项目，在晋安区浦东河东连洋路南建造、出租、出售东景家园C区项目，在晋安区鼓山镇连洋路南侧浦乾路东侧福光南路西侧建造、出租、出售东景家园C区二期项目，在福州市晋安区连洋路以南福光路与浦乾路之间规划路北侧建造、出租、出售东景家园C区一期项目，在福州市仓山区浦上路南侧浦上工业区“地王”1#地块建造、出租、出售金域蓝湾项目，在福州市仓山区则徐大道西侧原福州市医疗化工厂地块建造、出租、出售莱茵城项目，在福州市仓山区则徐大道西南侧建造、出租、出售莱茵城二期项目；物业管理；建筑业信息咨询服务；计算机系统设计、安装及软件开发；日用百货、五金、交电、建筑材料批发、代购代销。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
136,137.0,杭州滨江房产集团股份有限公司,在营,戚金兴,31.11亿,人民币,1996-08-22,2022-02-16,浙江省,杭州市,上城区,91330000719577660B,86986667,office@binjiang.com.cn,57,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.binjiang.com.cn,浙江省杭州市庆春东路38号,浙江省杭州市庆春东路38号,曾有债券发行,"房地产开发,房屋建筑,商品房销售,水电安装,室内外装璜;含下属分支机构的经营范围;其他无需报经审批的一切合法项目。"
137,138.0,广州广电房地产开发集团股份有限公司,在营,李鹏,6.5亿,人民币,1996-08-19,2021-09-30,广东省,广州市,天河区,9144010123124837XM,32528000,372633932@qq.com,94,港澳台企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,-,广州市天河区平云路163号广电科技大厦1401房，广电科技大厦1501房,-,曾有债券发行,室内装饰、设计;金属制品批发;通用机械设备销售;化工产品批发（危险化学品除外）;建材、装饰材料批发;五金产品批发;房地产开发经营;房屋建筑工程施工;汽车批发（九座以下小轿车除外）;摩托车零配件批发;日用杂品综合零售;建筑工程后期装饰、装修和清理;
138,139.0,上海大名城企业股份有限公司,在营,俞锦,24.75亿,人民币,1996-07-18,2024-01-09,上海市,-,闵行区,913100006073563962,021-62470088,dmc@greattown.cn,16,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.greattown.cn,上海市闵行区红松东路1116号1幢5楼A区,上海市长宁区红宝石路500号东银中心B栋29楼,曾有债券发行,"房地产综合开发,建造、销售商品房;物业管理,物业租赁;公共基础设施开发与建设;建筑装饰安装工程;从事新能源科技领域的技术开发、技术咨询、技术服务、技术转让,新能源汽车的销售;生产、加工、销售生物制品、农药及中间体、药品原料及制剂、保健品、新型建材、包装材料、现代通讯信息新材料及相关器件,以及上述产品的研究开发、技术咨询和售后服务;经营进出口业务(涉及配额、许可证或国家专项管理的,应凭证经营或按国家有关规定另行报批)。"
139,140.0,新城控股集团股份有限公司,在营,王晓松,22.56亿,人民币,1996-06-30,2023-06-15,江苏省,常州市,武进区,913204002508323014,021-22835888,huangdong@xincheng.com,41,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.seazen.com.cn,江苏省常州市武进高新区西湖路1号,上海市普陀区中江路388弄6号新城控股大厦A座,曾有债券发行,"房地产开发。实业投资;室内外装璜,托管范围内房屋及配套设施和场地的管理、维修、服务;公路工程施工;桥梁工程;国内贸易;市场调查服务;信息咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
140,141.0,恒大地产集团有限公司,在营,赵长龙,39.4亿,人民币,1996-06-24,2023-11-30,广东省,深圳市,南山区,91440101231245152Y,02089182147,Gongshang@evergrande.com,-,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.evergrande.com,深圳市南山区海德三道126号卓越后海金融中心2801房,深圳市南山区海德三道126号卓越后海金融中心,曾有债券发行,房地产开发经营；房地产咨询服务；室内装饰、设计；制冷、空调设备制造；园林绿化工程服务；企业管理咨询服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）。^
141,142.0,阳光新业地产股份有限公司,在营,周磊,7.5亿,人民币,1996-06-07,2024-01-12,广西,南宁市,江南区,91450000200538358N,0755-82229622,yangguangxinye@yangguangxinye.com,0,民营企业,股份有限公司,房地产业,房地产业,房地产租赁经营,房地产租赁经营,www.yangguangxinye.com,广西壮族自治区南宁市江南路230号南宁经济技术开发区,广东省深圳市深南东路5016号京基一百大厦A座6901-01A单元,曾有债券发行,"房地产开发经营;装修装饰工程;自有商品房的租赁;房地产开发的法律、法规和政策的咨询服务;商业管理服务。(法律、法规禁止的项目除外,法律、法规限制的项目取得许可后方可开展经营)(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
142,143.0,颐和地产集团有限公司,在营,何建信,8.12亿,人民币,1996-04-17,2023-11-02,广东省,广州市,白云区,91440101618443575C,020-83969888,wsun@yihegroup.com,4,港澳台企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.yihegroup.com,广州市白云区同和镇颐和南街7号三层（自编301室）,广州市环市东路416号颐和商务酒店28楼,曾有债券发行,房地产开发经营;自有房地产经营活动;房地产咨询服务;室内装饰、设计;
143,144.0,深圳市益田集团股份有限公司,在营,吴群力,6.5亿,人民币,1996-02-15,2023-05-11,广东省,深圳市,罗湖区,914403001924157522,075586298908,zhenghz01@yitiangroup.com,-,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,-,深圳市罗湖区东门街道城东社区深南东路2010号奥康德集团11层2号,-,曾有债券发行,一般经营项目是：高速公路的投资；酒店、商场投资；在合法取得土地使用权范围内从事房地产开发经营业务；国内商业、物资供销业（不含专营、专控、专卖商品）；工程技术咨询、工程材料咨询、房地产开发咨询、项目管理咨询（不含前置许可项目，后置许可项目凭许可证或审批文件经营）；施工管理服务；市场营销及策划。，许可经营项目是：
144,145.0,远洲集团股份有限公司,在营,卢诚,1.2亿,人民币,1995-12-06,2023-04-10,浙江省,台州市,临海市,91330000704743005J,85228888,yuanzhougroup@yuanzhou.com.cn,8,民营企业,股份有限公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.yuanzhou.com.cn,浙江省临海市崇和路238号,上海市嘉定区金沙江西路1555弄360号,曾有债券发行,一般项目：酒店管理；房地产咨询；职工疗休养策划服务；食用农产品零售；日用百货销售；服装服饰零售；家宴服务；物业管理；停车场服务；打字复印；网络与信息安全软件开发；礼仪服务；会议及展览服务；针纺织品销售；化妆品零售；洗烫服务；棋牌室服务；健身休闲活动(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：烟草制品零售；餐饮服务；住宿服务；歌舞娱乐活动；食品销售；生活美容服务；理发服务；高危险性体育运动（游泳）(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。
145,146.0,广州市方圆房地产发展有限公司,在营,徐珺,7.5亿,人民币,1995-10-04,2022-08-29,广东省,广州市,越秀区,91440101231232810Y,22815222,longmj@fineland.com.cn,5,民营企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,www.fineland.com.cn,广州市越秀区寺右新马路168号7楼,广州市天河区体育东路28号,曾有债券发行,房地产开发经营;自有房地产经营活动;酒店管理;建材、装饰材料批发;
146,147.0,深圳市农科置业有限公司,在营,侯大庆,"3,000万",人民币,1995-09-13,2024-01-05,广东省,深圳市,福田区,91440300192377565B,22663900,sznkdc@126.com,0,港澳台企业,有限责任公司,房地产业,房地产业,房地产开发经营,房地产开发经营,-,深圳市福田区农园路时代科技大厦2408,-,曾有债券发行,一般经营项目是：国内商业（不含专营、专卖和专控商品）；自有物业管理；自有物业租赁；物业服务；房地产经纪（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。，许可经营项目是：经营停车场业务；餐饮服务。
147,148.0,广州合景控股集团有限公司,在营,王坤明,20亿,美元,1995-06-15,2023-12-13,广东省,广州市,黄埔区,9144010123122823XC,020-32624198,tanjichao@kwgproperty.com,7,民营企业,-,房地产业,房地产业,房地产开发经营,房地产开发经营,-,广州经济技术开发区科学城科汇二街2号二楼自编13号,广州市珠江新城华夏路8号合景国际金融广场36-39楼,曾有债券发行,"房地产开发经营;企业管理咨询服务;企业财务咨询服务;商品信息咨询服务;投资咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
148,149.0,广州市天建房地产开发有限公司,在营,王坤明,33亿,人民币,1995-04-18,2023-12-13,广东省,广州市,天河区,914401012312242557,85500800,chiwn@kwggroupholdings.com,4,民营企业,-,房地产业,房地产业,房地产开发经营,房地产开发经营,www.kwggroupholdings.com,广州市珠江新城华夏路8号国际金融广场38楼自编1号,广州市珠江新城华夏路8号合景国际金融广场36-39楼,曾有债券发行,住房租赁;非居住房地产租赁;物业管理;企业管理咨询;财务咨询;信息咨询服务(不含许可类信息咨询服务);租赁服务(不含许可类租赁服务);房地产开发经营
